split,source_split,subject_id,subject_key,photo_id,mask_path,mask_left_path,hwg_gender,hwg_height_cm,hwg_weight_kg,measurement_ankle,measurement_arm_length,measurement_bicep,measurement_calf,measurement_chest,measurement_forearm,measurement_height,measurement_hip,measurement_leg_length,measurement_shoulder_breadth,measurement_shoulder_to_crotch,measurement_thigh,measurement_waist,measurement_wrist
train,train,59bc2767681516389ccf45e0,train::59bc2767681516389ccf45e0,016a974731334cbdb587c6a9c12527b4,data/raw/bodym/train/mask/016a974731334cbdb587c6a9c12527b4.png,data/raw/bodym/train/mask_left/016a974731334cbdb587c6a9c12527b4.png,female,172.05,62.2,23.047508,51.1273,24.734303,36.007744,92.33472,24.43628,173.43915,95.54671,80.46167,34.52595,60.697407,51.67768,79.51133,16.248884
train,train,yI3ggbDDMGbpyUyqLMB2ESSttV7sTcq4Q3sljzli3-w,train::yI3ggbDDMGbpyUyqLMB2ESSttV7sTcq4Q3sljzli3-w,0182acba9ce97abb60387d37023856bc,data/raw/bodym/train/mask/0182acba9ce97abb60387d37023856bc.png,data/raw/bodym/train/mask_left/0182acba9ce97abb60387d37023856bc.png,female,153.9,55.0,20.418161,45.21822,26.235666,33.500168,98.42077,20.249512,156.3614,100.84726,71.75951,30.360844,58.199318,52.421547,79.27923,13.888994
train,train,K3p89zXx-UsYBby3S4aWeV9R5aM-T_lwmxb2dLf-LNk,train::K3p89zXx-UsYBby3S4aWeV9R5aM-T_lwmxb2dLf-LNk,01950e4d973a635218a6144592c5ef31,data/raw/bodym/train/mask/01950e4d973a635218a6144592c5ef31.png,data/raw/bodym/train/mask_left/01950e4d973a635218a6144592c5ef31.png,male,185.75,109.9,27.867697,53.742096,37.164776,41.841835,115.9072,31.091522,185.8225,117.52052,84.49048,39.879906,72.90276,65.167755,107.51256,19.887474
train,train,59bc2764681516389ccf44c2,train::59bc2764681516389ccf44c2,01b52f95df5c9b96e509db11bedc3d5b,data/raw/bodym/train/mask/01b52f95df5c9b96e509db11bedc3d5b.png,data/raw/bodym/train/mask_left/01b52f95df5c9b96e509db11bedc3d5b.png,female,152.0,66.8,23.191673,42.47456,28.14876,37.889442,110.06675,25.485598,153.31601,99.533356,67.4973,33.48376,58.647316,55.27676,88.65999,16.276669
train,train,wyzXYq1mCO53i8GE8uTF583tYOYGA7-eQOjJp1xBalI,train::wyzXYq1mCO53i8GE8uTF583tYOYGA7-eQOjJp1xBalI,01ba31dc23d1d3b10f5e5a0eec601a6b,data/raw/bodym/train/mask/01ba31dc23d1d3b10f5e5a0eec601a6b.png,data/raw/bodym/train/mask_left/01ba31dc23d1d3b10f5e5a0eec601a6b.png,male,174.0,74.4,23.214607,51.23022,29.890802,37.86064,100.942726,26.128643,173.50987,101.24492,79.49965,37.424534,65.05961,52.292145,91.09764,16.842247
train,train,6dgaZt1ui9mX2B_vimJ5yfk9S1jGnYvmLavPlN3bWDE,train::6dgaZt1ui9mX2B_vimJ5yfk9S1jGnYvmLavPlN3bWDE,01bdf71817337f95176d224eff873782,data/raw/bodym/train/mask/01bdf71817337f95176d224eff873782.png,data/raw/bodym/train/mask_left/01bdf71817337f95176d224eff873782.png,male,171.5,63.8,23.397478,49.62893,27.272741,34.95594,96.61757,25.301918,171.33235,95.990395,80.4363,35.52457,62.096077,48.050777,79.18303,15.351231
train,train,oCR2_jIGeAq0IqYJOiompcg3HuhvGx3G8cstwrxai7o,train::oCR2_jIGeAq0IqYJOiompcg3HuhvGx3G8cstwrxai7o,01e09f8bc11aaf8e7bb071577c6aad6c,data/raw/bodym/train/mask/01e09f8bc11aaf8e7bb071577c6aad6c.png,data/raw/bodym/train/mask_left/01e09f8bc11aaf8e7bb071577c6aad6c.png,male,183.5,85.1,25.613558,53.33737,31.754753,40.426342,103.85186,28.552223,185.718,105.60728,87.29421,36.988888,68.15741,57.449284,88.91014,17.893837
train,train,vdvTDSjhRKHZHLUlzHJioKgrnnNDEyfmvq1ao3LurbA,train::vdvTDSjhRKHZHLUlzHJioKgrnnNDEyfmvq1ao3LurbA,01e38f7a517646adf8411cae63f77b48,data/raw/bodym/train/mask/01e38f7a517646adf8411cae63f77b48.png,data/raw/bodym/train/mask_left/01e38f7a517646adf8411cae63f77b48.png,male,176.5,80.7,25.054064,49.913742,31.18571,37.17359,103.441734,27.052359,177.0309,104.93773,79.93375,38.107197,68.11666,54.238518,95.07638,17.325855
train,train,6E-ijOCvyEWroi8EYl2I51eU-NBOYt0LlieQHYeasx8,train::6E-ijOCvyEWroi8EYl2I51eU-NBOYt0LlieQHYeasx8,01ec2085a12d883610f6bddf662d43aa,data/raw/bodym/train/mask/01ec2085a12d883610f6bddf662d43aa.png,data/raw/bodym/train/mask_left/01ec2085a12d883610f6bddf662d43aa.png,male,173.5,76.6,23.647785,50.100586,31.195051,37.525803,106.15563,27.016579,176.64046,99.7251,80.59368,37.515175,66.73227,52.339058,91.565,17.72727
train,train,flOHDS_DHCemPHEzby_5QJYwe8nU3q3p6fF68BOUyR4,train::flOHDS_DHCemPHEzby_5QJYwe8nU3q3p6fF68BOUyR4,02135bca568f12f0f8d9549fe9f9345c,data/raw/bodym/train/mask/02135bca568f12f0f8d9549fe9f9345c.png,data/raw/bodym/train/mask_left/02135bca568f12f0f8d9549fe9f9345c.png,male,172.6,68.0,25.48244,49.825893,28.126726,37.386147,97.11193,25.219244,174.61113,96.11933,80.116425,34.436176,66.01328,51.70976,87.44106,16.616
train,train,ytf4AiJs29Zl0YhmcryHTenc9awbx5rimRO5Xixg4Po,train::ytf4AiJs29Zl0YhmcryHTenc9awbx5rimRO5Xixg4Po,0273bdca946df4eafa1977f1370384fa,data/raw/bodym/train/mask/0273bdca946df4eafa1977f1370384fa.png,data/raw/bodym/train/mask_left/0273bdca946df4eafa1977f1370384fa.png,male,165.85,55.85,23.345274,47.850773,26.22203,35.682743,87.93465,23.993881,167.1296,91.24953,73.630394,35.10812,63.09986,48.10888,74.29235,15.564586
train,train,pRw9geCWNea0tK6RKkIE92d7e9FJl6Yz7t14twoTQPo,train::pRw9geCWNea0tK6RKkIE92d7e9FJl6Yz7t14twoTQPo,027a6a0f5f038262fd3bd41b7ef21ce0,data/raw/bodym/train/mask/027a6a0f5f038262fd3bd41b7ef21ce0.png,data/raw/bodym/train/mask_left/027a6a0f5f038262fd3bd41b7ef21ce0.png,male,193.0,86.3,27.632511,55.468422,28.52415,38.343517,106.49923,28.052631,192.76135,100.72934,88.6961,39.70908,71.69191,53.12654,89.81335,18.893936
train,train,KfJBoub1UVszSENTWNIsagcvwmOw2kit8FlHE6vdDgQ,train::KfJBoub1UVszSENTWNIsagcvwmOw2kit8FlHE6vdDgQ,0293748d12b9a69a53285bfe60b8a037,data/raw/bodym/train/mask/0293748d12b9a69a53285bfe60b8a037.png,data/raw/bodym/train/mask_left/0293748d12b9a69a53285bfe60b8a037.png,male,169.0,66.7,23.669828,48.992172,28.75111,35.455555,94.228065,25.670967,167.75427,98.20769,74.57391,36.835995,66.32352,48.077114,85.550476,16.713913
train,train,xpLRSBTmbLquELZomksgYN0fN_-2EZ7NANEQHBOeGKo,train::xpLRSBTmbLquELZomksgYN0fN_-2EZ7NANEQHBOeGKo,0298657f8403f0962ffc00019c99f15e,data/raw/bodym/train/mask/0298657f8403f0962ffc00019c99f15e.png,data/raw/bodym/train/mask_left/0298657f8403f0962ffc00019c99f15e.png,male,180.0,82.0,24.378405,54.309574,29.543951,37.02572,108.87526,25.81625,181.72798,104.954506,83.67235,39.133286,66.4252,52.315407,96.16863,16.61696
train,train,Z-g2MFyi63K-yqzGH-3_zgDuR0ceW84OSOoGZWbYSD4,train::Z-g2MFyi63K-yqzGH-3_zgDuR0ceW84OSOoGZWbYSD4,02a73e623751f3840181eca89b0709b2,data/raw/bodym/train/mask/02a73e623751f3840181eca89b0709b2.png,data/raw/bodym/train/mask_left/02a73e623751f3840181eca89b0709b2.png,male,182.5,127.0,27.070898,53.03971,38.097134,41.86527,132.47002,30.878859,186.77739,129.16147,83.172104,41.049454,73.84766,63.432156,128.47162,19.470804
train,train,i4DL4-DHZELmYD09WqN366geaJQCOSt1TeXKhCGeoH0,train::i4DL4-DHZELmYD09WqN366geaJQCOSt1TeXKhCGeoH0,02c007b09805464807072fc6167a48dd,data/raw/bodym/train/mask/02c007b09805464807072fc6167a48dd.png,data/raw/bodym/train/mask_left/02c007b09805464807072fc6167a48dd.png,male,170.0,78.7,25.55363,48.68253,34.33358,41.802074,99.17546,29.399351,171.9497,102.96109,73.80484,36.605785,66.46098,58.73603,88.389015,17.360159
train,train,RxMNb3gTmoISfrr8Bq66_Y6mab1irN7S3JkFj2MxYCE,train::RxMNb3gTmoISfrr8Bq66_Y6mab1irN7S3JkFj2MxYCE,02c74f804d0c0df70f2e89c2af6fde01,data/raw/bodym/train/mask/02c74f804d0c0df70f2e89c2af6fde01.png,data/raw/bodym/train/mask_left/02c74f804d0c0df70f2e89c2af6fde01.png,male,173.55,87.85,25.549685,49.63494,33.78575,40.29127,110.33513,26.69377,176.85927,109.85674,77.95441,36.58635,73.16116,60.217026,105.02189,17.235056
train,train,bR3I1yOGXZCEzApk8vSz1Aa2WcJKCj578kyuYRIw79c,train::bR3I1yOGXZCEzApk8vSz1Aa2WcJKCj578kyuYRIw79c,02cd1b8abd5505481ee0d1b88d62d73d,data/raw/bodym/train/mask/02cd1b8abd5505481ee0d1b88d62d73d.png,data/raw/bodym/train/mask_left/02cd1b8abd5505481ee0d1b88d62d73d.png,male,176.25,76.5,25.481857,51.69504,31.801918,38.54519,103.28746,27.173885,175.07138,97.48824,81.41039,37.503147,66.04268,57.05926,82.20199,16.686253
train,train,65UyB8JMCYFMX-M8OoS8ux5lzr52EmO7TKJ9o4v8ESs,train::65UyB8JMCYFMX-M8OoS8ux5lzr52EmO7TKJ9o4v8ESs,02fc12013b666d5dd8ae3342ffc1658b,data/raw/bodym/train/mask/02fc12013b666d5dd8ae3342ffc1658b.png,data/raw/bodym/train/mask_left/02fc12013b666d5dd8ae3342ffc1658b.png,female,160.5,60.7,21.379087,45.188454,30.45409,35.220463,89.75521,23.081783,160.5569,100.319336,71.34283,32.354057,59.998047,54.9113,83.9464,14.304956
train,train,bIYd-jCYfbKxkqHlHXNsuCyscyetcLfFIq6bm1hcJrU,train::bIYd-jCYfbKxkqHlHXNsuCyscyetcLfFIq6bm1hcJrU,030524f16f0c99436dd150d826076ab3,data/raw/bodym/train/mask/030524f16f0c99436dd150d826076ab3.png,data/raw/bodym/train/mask_left/030524f16f0c99436dd150d826076ab3.png,male,178.5,88.2,24.558609,52.794518,33.61975,37.290993,117.187416,30.188417,180.85117,105.332184,82.96277,40.213528,67.1823,54.64363,99.24706,17.249722
train,train,5a1eef5e9f17b800040cc789,train::5a1eef5e9f17b800040cc789,030ef1c4c2470832c99b5ae6655af58c,data/raw/bodym/train/mask/030ef1c4c2470832c99b5ae6655af58c.png,data/raw/bodym/train/mask_left/030ef1c4c2470832c99b5ae6655af58c.png,male,172.25,50.85,21.771563,50.79854,25.145878,28.2689,83.21716,23.281197,174.21184,87.47208,79.96803,33.8335,65.11432,42.516434,76.56041,15.262068
train,train,UHx7qMqO-OHAWMSgjcrcrnJOIo7vRx3QOizllotU2oE,train::UHx7qMqO-OHAWMSgjcrcrnJOIo7vRx3QOizllotU2oE,03177e0110de38b90959d15adf8fac5d,data/raw/bodym/train/mask/03177e0110de38b90959d15adf8fac5d.png,data/raw/bodym/train/mask_left/03177e0110de38b90959d15adf8fac5d.png,male,175.5,78.2,25.253588,52.524456,30.705336,38.19176,105.31787,27.061552,175.2821,106.43401,79.13668,36.743458,68.23684,54.49302,92.682655,16.903545
train,train,H5bknoN0C0lLje6-NMuSk0boQrWDmbQjhK9OdFBs65c,train::H5bknoN0C0lLje6-NMuSk0boQrWDmbQjhK9OdFBs65c,03233d491b0914acc97f5b7e55aed1f9,data/raw/bodym/train/mask/03233d491b0914acc97f5b7e55aed1f9.png,data/raw/bodym/train/mask_left/03233d491b0914acc97f5b7e55aed1f9.png,female,150.0,61.15,21.355907,44.768116,28.966282,35.69632,100.57749,24.415705,151.88167,97.10918,70.41932,32.86121,55.727474,54.03826,87.46963,14.562493
train,train,Wqssl24T6OXtJNCKzlxZ7tvg3Z4fGvEb3Qq3bnt1QDg,train::Wqssl24T6OXtJNCKzlxZ7tvg3Z4fGvEb3Qq3bnt1QDg,032ad9b33b85a05be80cc36f9c1ea62e,data/raw/bodym/train/mask/032ad9b33b85a05be80cc36f9c1ea62e.png,data/raw/bodym/train/mask_left/032ad9b33b85a05be80cc36f9c1ea62e.png,male,175.5,76.2,24.582098,50.334408,31.635153,36.948486,100.462494,27.973312,177.14394,97.81822,79.58547,39.111282,68.491356,51.696136,88.07707,17.73255
train,train,9LL3l-OUpvVhNF3R6QYQyT3CuHu-MCC6p3xNFk8r0eo,train::9LL3l-OUpvVhNF3R6QYQyT3CuHu-MCC6p3xNFk8r0eo,033cbc0bd426984172b57b0be76201b3,data/raw/bodym/train/mask/033cbc0bd426984172b57b0be76201b3.png,data/raw/bodym/train/mask_left/033cbc0bd426984172b57b0be76201b3.png,male,191.0,101.25,25.981457,55.238457,34.287495,40.924187,114.28341,29.437834,192.3501,112.258736,90.30255,38.660706,71.40553,59.43556,102.89908,18.031406
train,train,GldAW2Eejab3EXj8xHMXbKx3jWxkUD6SqNszUe1Kkvk,train::GldAW2Eejab3EXj8xHMXbKx3jWxkUD6SqNszUe1Kkvk,0347898b2e3f7aa483185c22c3a82648,data/raw/bodym/train/mask/0347898b2e3f7aa483185c22c3a82648.png,data/raw/bodym/train/mask_left/0347898b2e3f7aa483185c22c3a82648.png,female,167.5,119.45,26.062124,48.523933,44.935654,42.040325,137.70811,30.51365,172.50955,138.43752,76.217834,38.38269,68.06945,66.791855,122.786705,18.827538
